Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-06-21,ADANIPORTS,EQ,663.15,670.5,691.55,667.1,689.1,689.1,682.25,3313116,226037720185000.0,52413,444588,0.1342
2022-06-22,ADANIPORTS,EQ,689.1,684.9,687.85,665.55,667.9,668.3,671.8,2964156,199132455595000.0,49476,439917,0.1484
2022-06-23,ADANIPORTS,EQ,668.3,672.7,683.3,666.2,676.0,675.3,674.95,2762533,186456017575000.0,48264,295014,0.1432
2022-06-24,ADANIPORTS,EQ,675.3,683.0,687.95,677.1,685.3,686.4,683.17,2740927,187252600650000.0,41935,615662,0.22460000000000002
2022-06-27,ADANIPORTS,EQ,686.4,698.0,698.7,684.9,685.75,687.75,692.53,2711512,187781283195000.0,44609,397731,0.1467
2022-06-28,ADANIPORTS,EQ,687.75,681.0,683.8,670.25,678.65,678.05,676.21,4596840,310843032740000.0,59005,1573786,0.34240000000000004
2022-06-29,ADANIPORTS,EQ,678.05,675.0,684.4,667.0,676.25,677.8,675.87,3332554,225237130190000.0,43447,905045,0.2716
2022-06-30,ADANIPORTS,EQ,677.8,680.55,685.9,666.6,669.6,672.05,675.93,3502799,236764515669999.97,84733,1301966,0.37170000000000003
2022-07-01,ADANIPORTS,EQ,672.05,670.0,680.0,656.0,678.3,677.9,668.17,3151179,210551056580000.0,59519,498229,0.15810000000000002
2022-07-04,ADANIPORTS,EQ,677.9,679.85,684.3,673.1,683.35,682.0,678.95,1874921,127298431684999.98,32800,335601,0.179
2022-07-05,ADANIPORTS,EQ,682.0,686.45,694.2,676.95,678.2,678.75,686.1,2472875,169664460920000.0,45289,515408,0.2084
2022-07-06,ADANIPORTS,EQ,678.75,678.0,696.3,677.15,694.0,694.35,688.88,2634839,181507930835000.0,45641,674899,0.2561
2022-07-07,ADANIPORTS,EQ,694.35,701.0,707.0,695.0,703.0,703.6,702.23,2896584,203406486455000.0,41560,541940,0.18710000000000002
2022-07-08,ADANIPORTS,EQ,703.6,709.9,717.75,706.55,716.95,715.7,712.19,3880791,276385214490000.0,60122,1171947,0.302
2022-07-11,ADANIPORTS,EQ,715.7,715.0,732.0,713.05,726.35,729.2,724.79,3814715,276486242594999.97,61284,1145449,0.3003
2022-07-12,ADANIPORTS,EQ,729.2,729.0,742.9,726.35,730.05,731.9,735.71,5846548,430133693650000.0,81288,1102675,0.1886
2022-07-13,ADANIPORTS,EQ,731.9,737.05,739.0,724.35,728.0,726.75,730.34,2373553,173349623800000.0,48684,506133,0.2132
2022-07-14,ADANIPORTS,EQ,726.75,729.0,730.8,716.55,725.9,724.45,723.87,2859869,207017489840000.0,47911,831797,0.2909
2022-07-15,ADANIPORTS,EQ,724.45,737.7,738.45,726.1,729.3,730.9,730.57,4127381,301534189715000.0,61023,602401,0.146
2022-07-18,ADANIPORTS,EQ,730.9,736.95,742.5,732.6,738.0,739.75,737.99,2403691,177391064185000.0,40625,632282,0.263
2022-07-19,ADANIPORTS,EQ,739.75,736.95,751.8,734.05,747.85,749.0,746.15,2864129,213707225210000.0,49888,563931,0.19690000000000002
2022-07-20,ADANIPORTS,EQ,749.0,756.95,756.95,741.9,743.15,743.55,748.09,2176017,162784921035000.0,43392,598925,0.2752
2022-07-21,ADANIPORTS,EQ,743.55,747.7,756.9,741.2,753.85,754.25,753.41,2639283,198847181220000.0,54766,769699,0.2916
2022-07-22,ADANIPORTS,EQ,754.25,757.65,764.95,751.55,753.05,754.25,757.21,2854708,216162359585000.0,61042,590067,0.20670000000000002
2022-07-25,ADANIPORTS,EQ,754.25,757.0,757.25,746.05,748.8,749.95,750.08,1592179,119426124830000.0,38923,291913,0.1833
2022-07-26,ADANIPORTS,EQ,749.95,749.9,753.5,745.0,749.0,749.1,749.52,1803260,135157082365000.02,31998,422585,0.2343
2022-07-27,ADANIPORTS,EQ,749.1,748.7,762.2,747.05,760.05,760.65,757.73,2539587,192431634425000.0,49601,527558,0.2077
2022-07-28,ADANIPORTS,EQ,760.65,763.65,768.6,757.65,764.8,764.5,763.05,2696358,205745404180000.0,49940,799022,0.2963
2022-07-29,ADANIPORTS,EQ,764.5,769.0,775.65,758.85,764.0,763.7,766.8,3182798,244056313350000.0,51113,1083814,0.34049999999999997
2022-08-01,ADANIPORTS,EQ,763.7,770.0,804.0,765.05,801.0,801.25,792.65,6459641,512026156355000.0,102039,1429545,0.2213
2022-08-02,ADANIPORTS,EQ,801.25,800.85,810.4,795.0,798.15,802.3,804.33,4393310,353367258840000.0,66514,1415588,0.3222
2022-08-03,ADANIPORTS,EQ,802.3,802.8,809.9,795.35,807.05,807.2,803.04,3326267,267113829915000.0,58191,802872,0.2414
2022-08-04,ADANIPORTS,EQ,807.2,811.05,820.5,796.5,807.05,807.25,809.56,4641779,375779001680000.0,74551,1186977,0.2557
2022-08-05,ADANIPORTS,EQ,807.25,811.1,818.7,805.5,807.7,810.25,812.78,2807602,228196834080000.03,50813,863474,0.3075
2022-08-08,ADANIPORTS,EQ,810.25,812.9,823.0,795.35,807.0,801.65,809.19,7519923,608508149945000.0,121460,1680896,0.22350000000000003
2022-08-10,ADANIPORTS,EQ,801.65,803.0,808.0,778.3,790.5,790.55,789.8,5541103,437637174220000.0,109086,1641724,0.2963
2022-08-11,ADANIPORTS,EQ,790.55,794.7,799.9,788.3,793.5,792.75,794.56,2140171,170048713905000.0,55025,654830,0.306
2022-08-12,ADANIPORTS,EQ,792.75,793.5,799.7,785.5,789.4,788.35,793.05,2281608,180943211890000.0,48623,776646,0.3404
2022-08-16,ADANIPORTS,EQ,788.35,792.3,826.0,791.15,825.0,824.15,816.49,6820860,556916476135000.06,108092,1250991,0.1834
2022-08-17,ADANIPORTS,EQ,824.15,827.35,831.95,821.15,822.95,824.75,827.27,3694850,305663498745000.0,66223,919610,0.2489
2022-08-18,ADANIPORTS,EQ,824.75,824.75,836.45,820.45,832.65,833.05,831.17,3836669,318891300970000.0,66190,839067,0.2187
2022-08-19,ADANIPORTS,EQ,833.05,837.25,883.9,833.95,870.0,871.8,867.71,24506694,2126481586834999.8,318438,2811314,0.11470000000000001
2022-08-22,ADANIPORTS,EQ,871.8,876.2,891.9,837.35,840.0,840.25,865.77,14693558,1272129787670000.0,212138,2610742,0.1777
2022-08-23,ADANIPORTS,EQ,840.25,835.8,857.2,806.1,836.0,832.5,830.88,13515300,1122965265490000.0,202356,1315628,0.09730000000000001
2022-08-24,ADANIPORTS,EQ,832.5,830.25,838.15,817.1,835.1,836.3,827.42,6558722,542679279710000.06,98780,806636,0.12300000000000001
2022-08-25,ADANIPORTS,EQ,836.3,840.5,842.35,812.3,815.7,816.0,828.21,6287921,520769867555000.0,101327,1464241,0.2329
2022-08-26,ADANIPORTS,EQ,816.0,821.0,845.0,817.65,840.0,837.7,831.86,8513113,708170326185000.0,106196,1559914,0.1832
2022-08-29,ADANIPORTS,EQ,837.7,815.1,844.6,815.0,836.2,836.4,833.14,6652807,554273770175000.0,82794,1321618,0.19870000000000002
2022-08-30,ADANIPORTS,EQ,836.4,844.0,860.6,838.7,840.0,842.15,847.99,9490984,804824792205000.0,109388,2924937,0.30820000000000003
2022-09-01,ADANIPORTS,EQ,842.15,841.8,846.55,831.35,836.5,837.8,839.74,3888408,326523262535000.0,63796,626618,0.1612
2022-09-02,ADANIPORTS,EQ,837.8,842.0,860.9,838.05,852.75,851.95,851.54,8840020,752766498440000.0,117276,1729871,0.1957
2022-09-05,ADANIPORTS,EQ,851.95,854.95,864.9,848.2,849.5,850.9,855.79,5434684,465093513639999.94,84753,1143277,0.2104
2022-09-06,ADANIPORTS,EQ,850.9,854.7,858.55,844.05,851.9,850.35,852.55,3380947,288241340900000.0,58112,575564,0.1702
2022-09-07,ADANIPORTS,EQ,850.35,847.0,878.75,845.1,876.2,874.9,867.27,8930248,774495240025000.0,129445,1559097,0.1746
2022-09-08,ADANIPORTS,EQ,874.9,880.6,888.4,867.0,882.9,885.05,879.81,7943521,698879543580000.0,101986,2819740,0.355
2022-09-09,ADANIPORTS,EQ,885.05,888.8,925.0,887.0,909.0,906.85,910.78,18369177,1673026482630000.0,275507,2955973,0.16090000000000002
2022-09-12,ADANIPORTS,EQ,906.85,914.7,942.0,911.0,941.0,938.5,932.09,12571292,1171759903610000.0,194173,2107957,0.1677
2022-09-13,ADANIPORTS,EQ,938.5,946.0,953.9,933.0,951.5,948.8,944.67,9651873,911780935675000.0,134691,1861708,0.1929
2022-09-14,ADANIPORTS,EQ,948.8,941.0,958.8,939.0,949.0,947.85,951.06,8500355,808434677840000.0,122917,2272836,0.26739999999999997
